CTAS,GOOG,HAS,HOLX,IDXX,JBHT,KLAC,LILAK,SHPG
126.63,830.0399999999997,100.325,42.635,155.395,91.93,94.92,22.99,175.28
126.61000000000004,830.0399999999997,100.3,42.64,155.47,91.89500000000001,94.9,23.03,175.42
126.57,830.06,100.3,42.631,155.44999999999996,91.86,94.89,23.1,175.31
126.54,830.1499999999999,100.375,42.621,155.41,91.8,94.8,23.11,175.44
126.47,830.1499999999999,100.33,42.62,155.47,91.85,94.84,23.11,175.35
126.505,830.18,100.27,42.63,155.47999999999996,91.88,94.86000000000004,23.106666666666666,175.4
126.54,830.0,100.285,42.62,155.44,91.86,94.8,23.103333333333335,175.1
126.5325,830.1499999999999,100.225,42.63,155.435,91.87,94.84,23.1,175.22999999999996
126.525,830.2999999999997,100.16,42.63,155.47999999999996,91.88,94.84,23.1,175.22
126.51750000000001,830.33,100.185,42.63,155.42,91.885,94.86000000000004,23.1,175.33
126.51,830.32,100.12,42.635000000000005,155.44999999999996,91.83,94.84,23.1,175.295
126.525,830.46,100.125,42.64,155.42,91.83,94.88,23.11,175.22
126.54,830.31,100.05,42.63,155.34,91.83,94.87000000000002,23.12,175.19999999999996
126.56,830.4199999999997,100.08,42.611000000000004,155.33,91.83,94.86000000000004,23.12,175.19999999999996
126.61000000000004,830.7425,100.11,42.615,155.37,91.83,94.935,23.12,175.19999999999996
126.6208,830.765,100.05,42.611000000000004,155.335,91.82,94.945,23.13,175.11700000000005
126.5954,830.81,100.06,42.611000000000004,155.24,91.82,94.96,23.12,175.08
126.57,830.865,100.02,42.611000000000004,155.21,91.82,94.965,23.13,175.08
126.55,830.68,99.97,42.611000000000004,155.19999999999996,91.72,94.9785,23.13,175.06
126.54,830.6599999999999,99.89,42.601000000000006,155.2226,91.72,94.98,23.13,175.08
126.5425,830.57,99.915,42.59,155.35,91.74,94.99,23.13,175.08
126.545,830.51,99.92,42.58,155.5,91.7525,95.03,23.13,175.08
126.55250000000001,830.5249999999999,99.94,42.56,155.28,91.765,95.05,23.125,175.08
126.56,830.5399999999997,99.97,42.54,155.24,91.77250000000001,95.05,23.12,175.08
126.52,830.68,100.0,42.55,155.2025,91.78,95.105,23.11,175.115
126.55,830.6599,99.9886,42.53100000000001,155.169375,91.73,95.12,23.11,175.15
126.53999999999999,830.59,100.0275,42.55,155.13625,91.71,95.13,23.13,175.19999999999996
126.53,830.72,100.05,42.57,155.10312499999998,91.67,95.15,23.13,175.18
126.52,830.6699999999997,100.07,42.57,155.07,91.66,95.17,23.13,175.14
126.55,830.5,100.1,42.56,155.06,91.685,95.16499999999999,23.12,175.115
126.5872,830.52,100.08,42.57,155.07,91.71,95.16,23.14,175.09
126.6,830.5499999999997,100.11,42.58,155.09,91.76,95.17,23.13,175.17
126.62,830.5299999999999,100.11,42.58,154.94999999999996,91.86,95.15,23.12,175.19999999999996
126.57,830.5249999999999,100.08,42.555,155.0,91.8,95.13,23.14,175.09
126.5848,830.6,100.09,42.557500000000005,154.93,91.8125,95.13,23.137500000000003,175.16
126.56986666666667,830.51,100.1,42.56,154.835,91.82499999999999,95.11000000000004,23.135,175.165
126.55493333333334,830.43,100.08,42.56,154.74,91.83749999999999,95.08,23.13,175.17
126.54,830.3799,100.09,42.55,154.65,91.85,95.1,23.13,175.155
126.495,830.24,100.10249999999999,42.55,154.8,91.85199999999999,95.07,23.13,175.19
126.5325,830.23,100.115,42.55,154.79666666666668,91.854,95.09,23.13,175.18
126.57,830.2999999999997,100.10249999999999,42.5562,154.79333333333332,91.856,95.09,23.14,175.165
126.58749999999999,830.1599999999999,100.09,42.54,154.79,91.858,95.0789,23.12,175.15
126.60499999999999,830.185,100.0775,42.5458,154.74,91.86,95.05,23.12,175.08
126.6225,830.21,100.09,42.56,154.87,91.86,95.065,23.13,175.08
126.64,830.0299999999999,100.0801,42.575,154.85333333333332,91.83,95.07,23.13,175.08
126.64,830.12,100.07505,42.58,154.83666666666667,91.86,95.06,23.13,175.1
126.59,830.075,100.07,42.565,154.82,91.83,95.04,23.104999999999997,175.08
126.57666666666667,830.0399999999997,100.06,42.55,154.6,91.82,95.08,23.08,174.99900000000005
126.56333333333333,829.97,100.06,42.54,154.59625,91.8,95.07,23.07,175.0
126.55,829.9451,100.05,42.54,154.5925,91.78,95.05,23.06,175.01
126.53999999999999,830.0,100.04,42.545,154.58875,91.76,95.07,23.06,175.02200000000005
126.53,829.85,100.03,42.54,154.585,91.75,95.08,23.065,175.005
126.52,829.8891999999997,99.99,42.52,154.62,91.775,95.11000000000004,23.09,174.8832
126.54333333333334,829.88,100.0,42.51,154.6,91.8,95.125,23.1,174.90879999999999
126.56666666666666,829.83,100.0151,42.50100000000001,154.56,91.8,95.1325,23.1,174.9344
126.59,829.7999999999997,100.015,42.5,154.47,91.78,95.14,23.09,174.96
126.59400000000001,829.87,100.03,42.505,154.57,91.78,95.155,23.05,175.0
126.59800000000001,829.83,100.0,42.485,154.6275,91.775,95.17,23.04,175.01166666666666
126.60200000000003,829.83,100.0,42.49100000000001,154.685,91.77,95.185,23.02,175.02333333333334
126.60600000000004,829.7799999999999,99.97,42.49,154.72,91.74,95.2,23.03,175.035
126.61000000000004,830.0983,99.96,42.49,154.665,91.71,95.2999,23.07,174.96
126.60250000000003,830.32,99.94,42.49,154.655,91.72,95.28,23.1,175.0
126.59500000000003,830.23,99.93,42.48,154.625,91.715,95.3399,23.1,175.04
126.5875,830.2799999999999,99.92,42.465,154.61625,91.71,95.33744999999999,23.1,174.96
126.58,830.2899999999997,99.97,42.47,154.60750000000002,91.76,95.335,23.11,174.97
126.53,830.24,99.93,42.48,154.59875,91.71,95.31,23.11,174.94999999999996
126.52,830.3585,99.92,42.47,154.59,91.745,95.3,23.11,174.88
126.52,830.2799999999999,99.94,42.48,154.57,91.78,95.3,23.11,174.9752
126.52,830.33,99.915,42.47,154.55,91.78,95.28,23.11,175.01
126.52,830.39,99.9253,42.4764,154.67,91.78,95.26,23.11,175.06
126.53,830.35,99.93,42.47,154.59,91.81,95.29,23.11,175.09
126.54,830.435,99.88,42.46,154.60499999999996,91.82,95.26,23.1,175.0359
126.525,830.2899999999997,99.9,42.47,154.47,91.82199999999999,95.26,23.075000000000003,174.93
126.57,830.125,99.89,42.47,154.505,91.824,95.275,23.05,174.94
126.59,830.09,99.9,42.47,154.43,91.826,95.29,23.07,174.95000000000002
126.59,829.97,99.89,42.48,154.46,91.828,95.31,23.07,174.96
126.62,830.0956,99.88,42.49,154.4948,91.83,95.36000000000004,23.05,174.885
126.625,830.06,99.86000000000004,42.5,154.44999999999996,91.78,95.35,23.05,174.91
126.63,830.1599999999999,99.92,42.5,154.47999999999996,91.82,95.38,23.06,174.96
126.6,830.0,99.9,42.52,154.505,91.85,95.4,23.06,174.79
126.65,830.0799999999999,99.915,42.52,154.63,91.85,95.38,23.06,174.72999999999996
126.66,830.1599999999999,99.93,42.515,154.6,91.87,95.37,23.05,174.79
126.71,830.205,99.965,42.52,154.59666666666666,91.88,95.4,23.06,174.785
126.67,830.195,100.0,42.525,154.59333333333333,91.9,95.37,23.04,174.72999999999996
126.68,830.23,100.02,42.515,154.59,91.92,95.36500000000002,23.0399,174.66
126.69,829.9199999999997,100.01,42.51,154.5975,91.9167,95.36000000000004,23.02,174.64
126.71,829.9099999999999,100.03,42.5,154.60500000000002,91.9134,95.36500000000002,23.04,174.63
126.72,829.95,100.03399999999999,42.52,154.6125,91.9101,95.37,23.04,174.64
126.73,829.88,100.02,42.511,154.62,91.97,95.36500000000002,23.0301,174.63333333333333
126.74,829.98,100.05,42.505,154.6126,91.975,95.36000000000004,23.04,174.62666666666667
126.75,829.975,100.045,42.53,154.585,91.98,95.39,23.05,174.62
126.76,830.0,100.08,42.55,154.60750000000002,92.06,95.4,23.06,174.75
126.765,829.75,100.05,42.54,154.63,92.0697,95.46,23.0401,174.73333333333332
126.765,829.95,100.02,42.53,154.59666666666666,92.06,95.45,23.05,174.71666666666664
126.765,829.9015,100.03999999999999,42.52,154.56333333333333,92.05,95.47,23.05,174.69999999999996
126.7,829.88,100.06,42.51,154.53,92.04,95.49,23.04,174.72
126.69,829.88,100.09,42.52,154.53,92.02,95.48,23.049999999999997,174.72
126.685,829.7600999999999,100.1,42.54,154.39,92.09,95.495,23.06,174.64009999999996
126.7,829.94,100.09,42.54,154.46333333333334,92.1,95.51,23.06,174.76
126.6625,830.0,100.12,42.54,154.53666666666666,92.11,95.53,23.06,174.8
126.66,830.07,100.16,42.56,154.61,92.13,95.6,23.06,174.89
126.65,830.005,100.14,42.57,154.59,92.12,95.56,23.07,174.925
126.64,829.98,100.12,42.58,154.57,92.145,95.5,23.09,174.96
126.65,829.8999999999999,100.125,42.5801,154.55,92.12,95.47,23.09,174.96
126.6,829.7453,100.07,42.58,154.47999999999996,92.11,95.42,23.06,174.96
126.64,829.73,100.1,42.58,154.54,92.15,95.43,23.064999999999998,174.96
126.63,829.7849999999999,100.1275,42.58,154.57499999999996,92.14,95.44,23.07,174.95600000000002
126.62,829.7999999999997,100.09,42.5858,154.5865,92.13,95.42,23.07,174.952
126.6,829.89,100.115,42.58,154.61,92.11,95.39,23.08,174.97
126.61000000000004,829.8999999999999,100.0492,42.57,154.585,92.1,95.35,23.09,174.99
126.64500000000002,829.85,100.08,42.59,154.56,92.11,95.38,23.1,174.99
126.68,829.865,100.1,42.6,154.71,92.12,95.35,23.09,175.02
126.68,829.8324999999999,100.07,42.61,154.66,92.09,95.34,23.085,175.05
126.67625000000002,829.7999999999997,100.071,42.615,154.64,92.06,95.31,23.08,175.08
126.67250000000004,829.6599999999999,100.07,42.61,154.63,92.07,95.28,23.06,175.06
126.71,829.595,100.07,42.61,154.61333333333334,92.07,95.29,23.05,175.01999999999998
126.68,829.51,100.05,42.62,154.59666666666666,92.07499999999999,95.25,23.0499,174.97999999999996
126.7,829.5399999999997,100.08,42.621,154.58,92.08,95.3,23.06,175.04
126.6701,829.5,100.08,42.63,154.6047,92.08500000000001,95.27,23.06,175.015
126.69005,829.5,100.05,42.63,154.6294,92.09,95.27,23.05005,174.99
126.71,829.5,100.07,42.6235,154.64,92.06,95.25,23.0401,175.0
126.65,829.49,100.06,42.61,154.54,92.08,95.23,23.02,174.89
126.68,829.5499999999997,100.06,42.61,154.5,92.07,95.22,23.01,174.93
126.66,829.6699999999997,100.0432,42.58,154.5327,92.07,95.21,23.01,174.84505000000001
126.68,829.7,100.0184,42.59,154.5,92.09,95.215,23.01,174.7601
126.71,829.7999999999997,100.05,42.6,154.51,92.065,95.22,23.02,174.72
126.65,829.45,100.01,42.58,154.52,92.04,95.15,23.01,174.68
126.6667,829.37,100.04,42.57,154.405,92.06,95.14500000000001,23.01,174.66
126.6834,829.44,100.02,42.55,154.43,92.05,95.14,23.02,174.66
126.6,829.315,100.0,42.56,154.43,91.9998,95.14,23.015,174.655
126.5,829.215,100.02,42.57,154.36,91.98,95.04,23.0,174.63
126.51,829.4199999999997,100.04,42.59,154.33,92.04,95.1,22.98,174.71
126.54,829.1499999999999,100.01,42.6,154.335,92.01,95.05,22.98,174.69
126.515,828.95,100.015,42.6,154.34,91.99,95.09,22.99,174.67
126.49,828.69,100.04,42.605,154.24,91.96,95.05,22.9899,174.625
126.45,828.6,100.01,42.61,154.22999999999996,91.95,95.06,22.9701,174.58
126.44333333333334,828.77,100.03,42.62,154.29,91.97,95.0102,22.97,174.58
126.43666666666667,828.88,100.04,42.61,154.24,91.99,95.01,22.99,174.595
126.43,829.01,100.01100000000001,42.62,154.19999999999996,92.01,95.02,23.02,174.62
126.44,828.95,100.04,42.62,154.21999999999997,92.02,95.0,23.02,174.66
126.43,828.97,100.074,42.58,154.24,92.02,95.02,23.03,174.5822
126.37,828.64,99.99,42.57,154.14,91.97,94.91,23.02,174.60499999999996
126.25,828.02,99.95,42.53,154.13,91.89,94.78,22.99,174.52
126.31,828.1599999999999,99.92,42.54,154.08499999999998,91.9,94.83,22.98,174.4968
126.25,828.37,99.93,42.55,154.04,91.88,94.89,22.995,174.47
126.26,828.3554,99.94,42.56,154.11,91.86,94.91499999999999,23.01,174.49
126.29,828.72,99.91,42.58,154.125,91.84,94.94,23.03,174.42
126.29,828.2949999999997,99.8728,42.58,154.14,91.83,94.92,23.04,174.41
126.25,828.3453,99.87,42.6,154.1,91.79,94.89500000000001,23.04,174.44
126.33,828.22,99.9,42.595,154.08749999999998,91.815,94.87,23.04,174.37
126.3,828.2899999999997,99.87,42.59,154.07499999999996,91.82,94.89,23.05,174.32
126.33,828.45,99.89,42.605,154.08,91.83,94.91,23.05,174.33
126.35,828.43,99.83,42.615,154.15,91.87,94.96,23.05,174.4
126.34,828.4099999999999,99.88,42.62,154.1186,91.9,94.92,23.0401,174.4378
126.33,828.6,99.9,42.63,154.25,91.95,94.94,23.05,174.43
126.34,828.7752,99.91,42.61,154.18,91.95,94.96,23.030050000000003,174.465
126.35,828.6699999999997,99.93,42.61,154.208,91.96,94.97,23.0101,174.41
126.34,828.71,99.93,42.6,154.15,91.99,94.99,23.03,174.365
126.36000000000004,828.76,99.935,42.615,154.165,92.0286,95.05,23.04,174.32
126.34000000000002,828.7152,99.95,42.62,154.1325,91.95,95.01,23.06,174.29
126.32,828.6499999999999,99.86000000000004,42.57,154.1,91.9674,94.99,23.04,174.22999999999996
126.28,828.61,99.89,42.56,154.1067,91.93,94.9902,23.03,174.26
126.35,828.635,99.9,42.56,154.1134,91.95,95.0,23.04,174.32
126.38,828.73,99.92,42.55,154.09,91.97,95.03,23.04,174.37
126.37,828.86,99.93,42.58,154.13,92.01,95.01,23.04,174.46
126.38,829.0299999999999,99.925,42.55,154.17,91.97,95.0,23.05,174.47500000000002
126.46,829.1599999999999,99.92,42.56,154.22999999999996,91.97,95.01,23.05,174.49
126.52,829.1599999999999,99.92,42.56,154.18,91.96,95.016,23.05,174.57
126.57,829.11,99.95,42.58,154.22999999999996,91.95,95.022,23.05,174.57499999999996
126.5,828.81,99.95,42.56,154.21999999999997,92.0,95.005,23.04,174.505
126.5,829.0399999999997,99.96,42.56,154.20999999999995,92.03,94.98,23.035999999999998,174.458
126.54,829.1725,99.945,42.565,154.19999999999996,92.03,95.01,23.03,174.61
126.53,829.1499999999999,99.92,42.56,154.19,92.0,94.98,23.05,174.57
126.52,829.2799999999999,99.9,42.55,154.16,92.0,94.995,23.05,174.56
126.5,829.51,99.91,42.57,154.16,92.02,95.01,23.05,174.58
126.47,829.5206,99.93,42.58,154.19999999999996,92.01,94.98,23.05,174.64
126.45,829.37,99.9,42.56,154.17,91.995,94.98,23.06,174.69
126.49,829.27,99.9,42.575,154.165,92.02,95.01,23.06,174.74
126.475,829.5399999999997,99.9,42.58,154.16,92.02,95.04,23.06,174.76
126.46,829.5299999999999,99.92,42.565,154.19,92.0,95.08,23.07,174.65
126.45,829.3999999999999,99.91,42.56,154.19,92.0,95.01,23.05,174.545
126.43,829.0,99.91,42.55,154.165,91.99,95.0,23.06,174.79
126.43,829.0000999999999,99.91,42.56,154.14,92.02,95.0,23.06,174.85
126.42,829.07,99.92,42.57,154.27,92.00999999999999,94.99,23.08,174.83
126.39,829.0573,99.94,42.58,154.33,92.0,94.97,23.08,174.829
126.41,829.08,99.94,42.59,154.4,92.0,94.97,23.06,174.74
126.42,829.1299,99.92,42.585,154.43,92.00299999999999,94.97,23.06,174.67
126.43,828.95,99.935,42.57,154.38,92.03,94.98,23.05,174.69
126.41005000000001,828.85,99.95,42.57,154.365,92.02005,94.96,23.05,174.6556
126.3901,828.93,99.955,42.58,154.35,92.0101,94.96,23.03,174.74
126.43,829.055,99.93,42.62,154.39,92.02,94.98,23.04,174.78
126.47,829.68,99.95,42.63,154.41,92.01,95.03,23.06,174.97
126.56,829.81,99.92,42.63,154.47999999999996,92.02,95.045,23.07,175.02
126.55666666666667,829.93,99.92,42.62,154.44999999999996,92.01,95.05,23.064999999999998,175.03
126.55333333333333,829.84,99.91,42.63,154.44,92.0061,95.075,23.06,175.04
126.55,829.9899,99.89,42.65,154.44999999999996,91.995,95.09,23.09,174.93
126.55,830.0,99.865,42.63,154.49,91.95,95.1,23.06,174.83
126.5418,829.95,99.89,42.625,154.41,91.92200000000001,95.08,23.06,174.75
126.56,830.06,99.93,42.63,154.46,91.94,95.07,23.0501,174.72999999999996
126.65,830.12,99.94,42.62,154.51,91.94,95.08,23.07,174.74
126.61000000000004,830.0796,99.94,42.64,154.52,91.935,95.06,23.08,174.72
126.64000000000001,830.2,99.94,42.64,154.535,91.93,95.06,23.08,174.64
126.67,830.23,99.94,42.65,154.56,91.945,95.1,23.08,174.63
126.67,830.27,99.9485,42.655,154.58,91.93799999999999,95.12,23.08,174.62
126.67,830.31,99.94,42.665,154.55,91.965,95.13,23.08,174.60999999999999
126.7,830.44,99.95,42.66,154.56,91.98,95.18,23.06,174.6
126.695,830.44,99.93,42.66,154.51,91.98,95.21,23.08,174.41
126.69,830.61,99.945,42.66,154.505,91.99,95.24,23.11,174.47
126.71000000000001,830.56,99.94,42.65,154.51,91.97,95.23,23.11,174.44
126.73,830.445,99.94,42.67,154.53,91.95,95.255,23.12,174.39
126.72749999999999,830.57,99.95,42.675,154.55,91.94,95.26,23.13,174.34
126.725,830.46,99.935,42.68,154.53,91.945,95.31,23.13,174.32
126.75,830.31,99.94,42.67,154.55,91.93,95.32,23.13,174.35
126.82,830.37,99.96,42.69,154.58,91.95,95.35,23.13,174.46
126.8,830.3610000000001,100.01,42.7,154.59,91.97,95.36000000000004,23.14,174.511
126.87,830.58,99.99,42.695,154.74,91.97,95.37,23.14,174.51049999999998
126.88,830.635,99.99,42.71,154.715,91.9897,95.38,23.14,174.51
126.9,830.48,99.98,42.71,154.715,91.99,95.37,23.14,174.43
126.86000000000004,830.5,99.98,42.71,154.75,91.98,95.37,23.15,174.35
126.825,830.44,99.93,42.71,154.68,91.96,95.35,23.14,174.34
126.875,830.47,99.9,42.69,154.66,91.95,95.32,23.09,174.42
126.94,830.565,99.89,42.68,154.67,91.91,95.335,23.08,174.51
126.95,830.58,99.9275,42.685,154.68,91.915,95.37,23.1,174.49
127.02,830.88,100.01,42.7,154.72999999999996,91.95,95.39,23.11,174.55
126.98,830.9149999999997,99.99,42.7,154.75,91.98,95.39,23.11,174.57
126.97,831.0499999999997,100.02,42.69,154.74,92.01,95.4,23.11,174.55
126.95,831.02,100.01,42.685,154.69999999999996,92.0,95.4,23.12,174.47999999999996
126.96,831.01,99.99,42.67,154.62,91.99,95.39,23.11,174.475
126.92,831.02,99.95,42.66,154.61700000000002,91.98,95.4,23.11,174.61
126.95,831.18,99.95,42.67,154.614,91.985,95.4132,23.12,174.6
126.91,831.1499999999999,99.91,42.661,154.66,92.0,95.41,23.12,174.52
126.94,831.45,99.95,42.675,154.65,92.0,95.43,23.12,174.54
126.95,831.461,99.965,42.675,154.67,92.005,95.42,23.11,174.61
126.94,831.2799999999999,100.0,42.67,154.665,91.99,95.41,23.1,174.63
126.85,830.7799999999999,99.96,42.65,154.63,91.98,95.37,23.09,174.6
126.89,831.0,99.94,42.65,154.61,92.0,95.38,23.12,174.64
126.9,831.02,99.935,42.65,154.58,91.985,95.35,23.13,174.635
126.85,830.95,99.93,42.64100000000001,154.58,91.94749999999999,95.36000000000004,23.13,174.655
126.83,830.57,99.92,42.63,154.53,91.91,95.29,23.11,174.53
126.78,830.36,99.83,42.57,154.69999999999996,91.905,95.26,23.08,174.35
126.78,830.1599999999999,99.82,42.58,154.74,91.87,95.25,23.06,174.35
126.78,830.26,99.85,42.59,154.79,91.85,95.24,23.05,174.38
126.77,830.14,99.81,42.59,154.72,91.8,95.22,23.04,174.41
126.74,830.12,99.82,42.56,154.77,91.82,95.23,23.03,174.39
126.81,830.64,99.85,42.58,154.87,91.88,95.24,23.04,174.43
126.8,830.68,99.89,42.58,154.87,91.92,95.25,23.06,174.44
126.74,830.49,99.86000000000004,42.56,154.81,91.905,95.21,23.04,174.32
126.69,830.25,99.79,42.555,154.76,91.87,95.16,23.04,174.4
126.7,830.2999999999997,99.83,42.57,154.76,91.85,95.165,23.055,174.32
126.54,829.56,99.82,42.55,154.61,91.75,95.07,23.04,174.22999999999996
126.86000000000004,829.4099999999999,99.92,42.57,155.07,91.95,95.34,23.05,173.76
126.90880000000004,833.1,99.81,42.62,155.4837,92.22,95.07,23.0125,174.14
126.95760000000004,835.9184,99.7944,42.636,155.71,92.49,94.81,22.975,174.3339
126.7,833.62,99.76,42.71100000000001,155.5,92.36999999999999,95.09,22.9375,174.1888
126.89,835.32,99.96,42.71,155.35,92.25,95.13,22.9,174.18
126.95,835.14,100.17,42.71,155.38,92.13,95.41,22.79,174.36
126.84,835.2999999999997,100.14,42.75,155.3411,92.1,95.31,22.855,174.27
126.72,835.7999999999997,100.02,42.78,155.4265,92.38,95.175,22.92,174.3
126.87,836.32,100.03,42.725,155.295,92.245,95.23,22.79,174.53
126.88,836.705,100.05,42.7,155.49,92.03,95.13,22.79,174.69
126.84,836.715,100.14,42.71,155.485,92.15,95.23,22.7575,174.82
126.81,836.76,100.195,42.69,155.44,91.97,95.24,22.725,174.925
126.71,836.0825,100.14,42.695,155.44999999999996,92.04974999999999,95.27,22.645,174.93
126.705,836.97,100.13,42.68,155.55,92.1295,95.33,22.66,175.01
126.7,836.88,100.13,42.73,155.27,92.04,95.37,22.75,175.06
126.7,836.72,100.13,42.76,155.5,92.08,95.46,22.79,175.02
126.54,836.515,100.14,42.81,155.47,92.09,95.5106,22.8,175.22999999999996
126.44,835.88,100.115,42.87,155.4824,92.085,95.48,22.8,175.11
126.41,835.9975,100.13,42.91,155.55,92.04,95.43,22.85,175.15
126.31,836.2899999999997,100.14,42.91,155.585,92.055,95.54,22.86,175.17
126.26,836.2999999999997,100.1,42.89,155.62,91.95,95.455,22.87,175.02
126.41,835.895,100.01,42.9,155.52,91.92,95.41,22.86,174.85
126.46,836.1,99.87,42.92,155.33,91.94,95.3519,22.91,174.93
126.3,835.875,99.87,42.95,155.365,91.985,95.28,23.0,175.05
126.311,835.6699999999997,99.78,42.96,155.43,92.015,95.29,22.98,175.06
126.2705,835.3999999999999,99.65,42.95,155.515,92.12,95.31,23.0,174.92
126.23,834.97,99.63,42.97,155.49,92.01,95.24,22.994999999999997,174.8
126.37,835.09,99.64,42.95,155.465,92.08,95.21,22.99,174.71
126.30000000000001,835.0299999999999,99.8699,42.9501,155.47,92.005,95.19,23.01,174.75
126.23,834.73,99.95,42.995,155.47999999999996,92.04,95.18,22.98,174.75
126.27,834.465,99.97,43.08,155.619,92.09,95.13,23.06,174.65
126.225,835.12,99.96,42.99,155.63,92.11,95.22,23.12,174.88
126.18,834.94,100.01,43.0,155.695,92.0,95.23,23.1,174.84
126.145,835.1599999999999,99.97,42.97,155.5,91.97,95.24,23.09,174.69
126.19,835.19,99.96,42.985,155.31,91.985,95.28,23.05,174.69
126.1,835.385,99.945,42.985,155.315,91.92,95.33,23.033333333333335,174.58
126.14,834.95,99.88,42.9775,155.32,91.85,95.34,23.016666666666666,174.52
126.04,834.45,99.74,42.955,155.17,91.93,95.19,23.0,174.36
126.01,834.3225,99.71,42.95,155.22999999999996,91.82,95.185,22.96,174.43
126.06,834.2,99.74,42.94,155.28,91.86,95.22,22.93,174.37
126.06,834.465,99.61000000000004,42.95,155.19999999999996,91.88,95.31,22.85,174.35
126.07,834.07,99.6,42.905,154.99,91.76,95.18,22.8,174.13
126.05666666666666,833.841,99.625,42.89,154.87,91.86,95.28,22.82,174.11
126.04333333333334,833.3999999999999,99.7,42.89,154.58,91.94,95.255,22.75,174.19
126.03,834.0449999999997,99.76,42.87,154.69,91.82,95.32,22.83,174.275
125.99,834.23,99.8,42.82,154.6991,91.8527,95.26,22.79,174.28
125.91,834.0,99.88,42.835,154.81,91.88,95.27,22.75,174.43
125.87,834.055,99.84,42.85,154.75,91.83,95.37,22.72,174.42
125.86000000000004,834.6461,99.82,42.88,154.73666666666668,91.81,95.46,22.73,174.41
125.90280000000004,834.755,99.76,42.875,154.72333333333333,91.76,95.48,22.67,174.36
125.81,834.58,99.84,42.84,154.71,91.76,95.47,22.63,174.24
125.96,834.52,99.9,42.85,154.71999999999997,91.78,95.47,22.69,174.3
125.96,834.805,99.9,42.87,154.72999999999996,91.8,95.51,22.7,174.39
126.02,835.0349999999999,99.93,42.89,154.8635,91.87,95.51,22.72,174.34
126.03333333333333,834.7949999999997,99.92080000000004,42.91,155.0,91.81,95.51,22.69,174.31
126.04666666666667,834.7641999999997,100.02,42.95,154.94999999999996,91.82,95.59,22.71,174.38
126.06,835.06,100.01,42.97,154.96,91.97,95.65,22.79,174.44999999999996
126.04,834.96,100.0,42.945,155.025,91.995,95.57,22.75,174.53
125.9,835.07,99.99,42.94,155.09,92.06,95.59,22.74,174.68
125.85,835.48,100.02,42.93,154.9,92.13,95.53,22.76,174.77
125.95,834.96,100.1,42.93,154.79,92.19,95.57,22.73,174.88
126.04,834.86,100.12,42.94,154.81,92.15,95.63,22.7401,174.91
126.03,834.5499999999997,100.12,42.9,154.77,92.21,95.59,22.734,174.8
125.98500000000004,834.25,100.05,42.855,154.64,92.25,95.49,22.75,174.63
125.86000000000004,833.965,100.06,42.865,154.71,92.2799,95.49,22.73,174.61
125.83,834.2999999999997,100.06,42.895,154.72,92.26495,95.5,22.715,174.76
125.86000000000004,834.1749999999997,100.045,42.895,154.735,92.25,95.51,22.7,174.72
125.9,834.455,99.98,42.895,154.67,92.27,95.58000000000001,22.66,174.67
125.92,834.56,100.01,42.86,154.65,92.28,95.65,22.77,174.72
125.93,834.09,100.0,42.825,154.67,92.27,95.68,22.810000000000002,174.72999999999996
125.97,834.23,100.085,42.835,154.6,92.39980000000004,95.68,22.85,174.83
125.91,833.88,100.12,42.84,154.53,92.24,95.64,22.85,174.71
125.875,833.89,100.12,42.84,154.4202,92.15,95.69,22.84,174.78
125.85,833.855,100.18,42.86,154.4451,92.11,95.72,22.835,174.9
125.86000000000004,833.855,100.215,42.865,154.47,92.03,95.73,22.83,174.82
125.91,833.95,100.33,42.88,154.57,92.03,95.72,22.87,174.81
125.95,833.8999999999999,100.31,42.84,154.61,92.07,95.63,22.87,174.81
126.05,833.81,100.3,42.85,154.65,92.08,95.63,22.865000000000002,174.83
126.02,833.94,100.19,42.85,154.63,92.0062,95.59,22.86,174.74
125.92,833.46,100.18,42.85,154.66,91.97,95.53,22.845,174.72999999999996
125.91,833.6499999999999,100.19,42.85,154.69,91.93,95.5,22.83,174.64999999999998
125.91,833.2799999999999,100.16,42.83,154.62,91.8,95.46,22.77,174.57
125.82,833.45,100.16,42.815,154.55,91.83,95.48,22.775,174.58
125.69,833.2949999999997,100.09,42.79,154.57499999999996,91.74,95.45,22.78,174.44999999999996
125.725,833.25,100.01,42.78,154.395,91.68,95.43,22.74,174.37
125.65,833.56,100.02,42.8,154.44999999999996,91.71,95.49,22.725,174.4
125.6835,833.0399999999997,99.97,42.765,154.40499999999997,91.6,95.43,22.71,174.3
125.67,833.46,99.9,42.77,154.36,91.68,95.445,22.72,174.18
125.66,833.22,99.97,42.775,154.28,91.69,95.55,22.72,174.14
125.65,833.065,99.93,42.7799,154.20000000000002,91.64,95.5,22.69,174.07
125.56,832.9099999999999,99.88,42.78,154.12,91.59,95.5,22.68,173.965
125.58,831.84,99.8846,42.795,154.22500000000002,91.64,95.46,22.72,173.97999999999996
125.64,832.51,99.9,42.8092,154.33,91.71,95.56,22.72,173.925
125.65333333333334,832.4631,99.88,42.8,154.31,91.66,95.55,22.72,173.93
125.66666666666667,832.6599999999999,99.88,42.8,154.25,91.63,95.54,22.72,173.78
125.68,832.43,99.83,42.805,154.19999999999996,91.6,95.54,22.74,173.8
125.56,831.56,99.79,42.8,154.29,91.5,95.525,22.73,173.76
